ticker,raw_ticker,exchange_source,company_name_source,Security Name
IBTA,IBTA,NYSE,"Ibotta, Inc. Class A Common Stock","Ibotta, Inc. Class A Common Stock"
ICCC,ICCC,NASDAQ,ImmuCell Corporation,ImmuCell Corporation - Common Stock
ICE,ICE,NYSE,Intercontinental Exchange Inc. Common Stock,Intercontinental Exchange Inc. Common Stock
ICFI,ICFI,NASDAQ,"ICF International, Inc.","ICF International, Inc. - Common Stock"
ICHR,ICHR,NASDAQ,Ichor Holdings,Ichor Holdings - Ordinary Shares
ICL,ICL,NYSE,ICL Group Ltd. Ordinary Shares,ICL Group Ltd. Ordinary Shares
ICLR,ICLR,NASDAQ,ICON plc,ICON plc - Ordinary Shares
ICMB,ICMB,NASDAQ,"Investcorp Credit Management BDC, Inc.","Investcorp Credit Management BDC, Inc. - Common Stock"
ICON,ICON,NASDAQ,Icon Energy Corp.,Icon Energy Corp. - Common stock
ICU,ICU,NASDAQ,SeaStar Medical Holding Corporation,SeaStar Medical Holding Corporation - Common Stock
ICUI,ICUI,NASDAQ,"ICU Medical, Inc.","ICU Medical, Inc. - Common Stock"
IDA,IDA,NYSE,"IDACORP, Inc. Common Stock","IDACORP, Inc. Common Stock"
IDAI,IDAI,NASDAQ,T Stamp Inc.,T Stamp Inc. - Class A Common Stock
IDCC,IDCC,NASDAQ,"InterDigital, Inc.","InterDigital, Inc. - Common Stock"
IDN,IDN,NASDAQ,"Intellicheck, Inc.","Intellicheck, Inc. - Common Stock"
IDT,IDT,NYSE,IDT Corporation Class B Common Stock,IDT Corporation Class B Common Stock
IDXX,IDXX,NASDAQ,"IDEXX Laboratories, Inc.","IDEXX Laboratories, Inc. - Common Stock"
IDYA,IDYA,NASDAQ,"IDEAYA Biosciences, Inc.","IDEAYA Biosciences, Inc. - Common Stock"
IEAG,IEAG,NASDAQ,Infinite Eagle Acquisition Corp.,Infinite Eagle Acquisition Corp. - Class A Ordinary Shares
IESC,IESC,NASDAQ,"IES Holdings, Inc.","IES Holdings, Inc. - Common Stock"
IEX,IEX,NYSE,IDEX Corporation Common Stock,IDEX Corporation Common Stock
IFBD,IFBD,NASDAQ,"Infobird Co., Ltd","Infobird Co., Ltd - Ordinary Shares"
IFF,IFF,NYSE,"International Flavors & Fragrances, Inc. Common Stock","International Flavors & Fragrances, Inc. Common Stock"
IFRX,IFRX,NASDAQ,InflaRx N.V.,InflaRx N.V. - Common Stock
IFS,IFS,NYSE,Intercorp Financial Services Inc. Common Shares,Intercorp Financial Services Inc. Common Shares
IGAC,IGAC,NASDAQ,Invest Green Acquisition Corporation,Invest Green Acquisition Corporation - Class A Ordinary Shares
IGIC,IGIC,NASDAQ,International General Insurance Holdings Ltd.,International General Insurance Holdings Ltd. - Ordinary Shares
IHRT,IHRT,NASDAQ,"iHeartMedia, Inc.","iHeartMedia, Inc. - Class A Common Stock"
IHS,IHS,NYSE,IHS Holding Limited Ordinary Shares,IHS Holding Limited Ordinary Shares
III,III,NASDAQ,"Information Services Group, Inc.","Information Services Group, Inc. - Common Stock"
IIIN,IIIN,NYSE,"Insteel Industries, Inc. Common Stock","Insteel Industries, Inc. Common Stock"
IIIV,IIIV,NASDAQ,"i3 Verticals, Inc.","i3 Verticals, Inc. - Common Stock"
IIPR,IIPR,NYSE,"Innovative Industrial Properties, Inc. Common Stock","Innovative Industrial Properties, Inc. Common Stock"
IKT,IKT,NASDAQ,"Inhibikase Therapeutics, Inc.","Inhibikase Therapeutics, Inc. - Common Stock"
ILAG,ILAG,NASDAQ,Intelligent Living Application Group Inc.,Intelligent Living Application Group Inc. - Ordinary Shares
ILLU,ILLU,NASDAQ,Illumination Acquisition Corp I,Illumination Acquisition Corp I - Class A Ordinary Shares
ILMN,ILMN,NASDAQ,"Illumina, Inc.","Illumina, Inc. - Common Stock"
IMA,IMA,NASDAQ,"ImageneBio, Inc.","ImageneBio, Inc. - Common Stock"
IMAX,IMAX,NYSE,Imax Corporation Common Stock,Imax Corporation Common Stock
IMDX,IMDX,NASDAQ,Insight Molecular Diagnostics Inc.,Insight Molecular Diagnostics Inc. - Common Stock
IMKTA,IMKTA,NASDAQ,"Ingles Markets, Incorporated","Ingles Markets, Incorporated - Class A Common Stock"
IMMX,IMMX,NASDAQ,"Immix Biopharma, Inc.","Immix Biopharma, Inc. - Common Stock"
IMNM,IMNM,NASDAQ,"Immunome, Inc.","Immunome, Inc. - Common Stock"
IMNN,IMNN,NASDAQ,"Imunon, Inc.","Imunon, Inc. - Common Stock"
IMPP,IMPP,NASDAQ,Imperial Petroleum Inc.,Imperial Petroleum Inc. - Common Shares
IMRX,IMRX,NASDAQ,Immuneering Corporation,Immuneering Corporation - Class A Common Stock
IMSR,IMSR,NASDAQ,Terrestrial Energy Inc.,Terrestrial Energy Inc. - Common Stock
IMTX,IMTX,NASDAQ,Immatics N.V.,Immatics N.V. - Ordinary Shares
IMUX,IMUX,NASDAQ,"Immunic, Inc. ","Immunic, Inc.  - Common Stock"
IMVT,IMVT,NASDAQ,"Immunovant, Inc. ","Immunovant, Inc.  - Common Stock"
IMXI,IMXI,NASDAQ,"International Money Express, Inc.","International Money Express, Inc. - Common Stock"
INAB,INAB,NASDAQ,"IN8bio, Inc.","IN8bio, Inc. - Common Stock"
INAC,INAC,NASDAQ,Indigo Acquisition Corp.,Indigo Acquisition Corp. - Ordinary Shares
INBK,INBK,NASDAQ,First Internet Bancorp,First Internet Bancorp - Common Stock
INBS,INBS,NASDAQ,Intelligent Bio Solutions Inc. ,Intelligent Bio Solutions Inc.  - Common Stock
INBX,INBX,NASDAQ,"Inhibrx Biosciences, Inc.","Inhibrx Biosciences, Inc. - Common Stock"
INCY,INCY,NASDAQ,Incyte Corporation,Incyte Corporation - Common Stock
INDB,INDB,NASDAQ,Independent Bank Corp.,Independent Bank Corp. - Common Stock
INDI,INDI,NASDAQ,"indie Semiconductor, Inc.","indie Semiconductor, Inc. - Class A Common Stock"
INDP,INDP,NASDAQ,"Indaptus Therapeutics, Inc.","Indaptus Therapeutics, Inc. - Common Stock"
INDV,INDV,NASDAQ,"Indivior Pharmaceuticals, Inc. ","Indivior Pharmaceuticals, Inc.  - Common Stock"
INFQ,INFQ,NYSE,"Infleqtion, Inc. Common Stock","Infleqtion, Inc. Common Stock"
ING,ING,NYSE,"ING Group, N.V. Common Stock","ING Group, N.V. Common Stock"
INGM,INGM,NYSE,Ingram Micro Holding Corporation Common Stock,Ingram Micro Holding Corporation Common Stock
INGN,INGN,NASDAQ,"Inogen, Inc","Inogen, Inc - Common Stock"
INGR,INGR,NYSE,Ingredion Incorporated Common Stock,Ingredion Incorporated Common Stock
INHD,INHD,NASDAQ,Inno Holdings Inc.,Inno Holdings Inc. - Common Stock
INKT,INKT,NASDAQ,"MiNK Therapeutics, Inc.","MiNK Therapeutics, Inc. - Common Stock"
INLF,INLF,NASDAQ,INLIF LIMITED,INLIF LIMITED - Class A Ordinary shares
INMB,INMB,NASDAQ,INmune Bio Inc.,INmune Bio Inc. - Common stock
INMD,INMD,NASDAQ,InMode Ltd. ,InMode Ltd.  - Ordinary Shares
INN,INN,NYSE,"Summit Hotel Properties, Inc. Common Stock","Summit Hotel Properties, Inc. Common Stock"
INNV,INNV,NASDAQ,InnovAge Holding Corp.,InnovAge Holding Corp. - Common Stock
INO,INO,NASDAQ,"Inovio Pharmaceuticals, Inc.","Inovio Pharmaceuticals, Inc. - Common Stock"
INOD,INOD,NASDAQ,Innodata Inc.,Innodata Inc. - Common Stock
INR,INR,NYSE,"Infinity Natural Resources, Inc. Class A Common Stock","Infinity Natural Resources, Inc. Class A Common Stock"
INSE,INSE,NASDAQ,"Inspired Entertainment, Inc.","Inspired Entertainment, Inc. - Common Stock"
INSG,INSG,NASDAQ,Inseego Corp.,Inseego Corp. - Common Stock
INSM,INSM,NASDAQ,Insmed Incorporated,Insmed Incorporated - Common Stock
INSP,INSP,NYSE,"Inspire Medical Systems, Inc. Common Stock","Inspire Medical Systems, Inc. Common Stock"
INSW,INSW,NYSE,"International Seaways, Inc. Common Stock ","International Seaways, Inc. Common Stock "
INTA,INTA,NASDAQ,"Intapp, Inc.","Intapp, Inc. - Common Stock"
INTC,INTC,NASDAQ,Intel Corporation,Intel Corporation - Common Stock
INTG,INTG,NASDAQ,The Intergroup Corporation,The Intergroup Corporation - Common Stock
INTJ,INTJ,NASDAQ,Intelligent Group Limited,Intelligent Group Limited - Class A Ordinary Shares
INTR,INTR,NASDAQ,Inter & Co. Inc.,Inter & Co. Inc. - Class A Common Shares
INTS,INTS,NASDAQ,"Intensity Therapeutics, Inc.","Intensity Therapeutics, Inc. - Common Stock"
INTU,INTU,NASDAQ,Intuit Inc.,Intuit Inc. - Common Stock
INTZ,INTZ,NASDAQ,Intrusion Inc.,Intrusion Inc. - Common Stock
INVA,INVA,NASDAQ,"Innoviva, Inc.","Innoviva, Inc. - Common Stock"
INVE,INVE,NASDAQ,"Identiv, Inc.","Identiv, Inc. - Common Stock"
INVH,INVH,NYSE,Invitation Homes Inc. Common Stock,Invitation Homes Inc. Common Stock
INVX,INVX,NYSE,"Innovex International, Inc. Common Stock","Innovex International, Inc. Common Stock"
IONQ,IONQ,NYSE,"IonQ, Inc. Common Stock","IonQ, Inc. Common Stock"
IONS,IONS,NASDAQ,"Ionis Pharmaceuticals, Inc.","Ionis Pharmaceuticals, Inc. - Common Stock"
IOSP,IOSP,NASDAQ,Innospec Inc.,Innospec Inc. - Common Stock
IOT,IOT,NYSE,Samsara Inc. Class A Common Stock,Samsara Inc. Class A Common Stock
IOTR,IOTR,NASDAQ,iOThree Limited,iOThree Limited - Ordinary Shares
IOVA,IOVA,NASDAQ,"Iovance Biotherapeutics, Inc.","Iovance Biotherapeutics, Inc. - Common Stock"
IP,IP,NYSE,International Paper Company Common Stock,International Paper Company Common Stock
IPAR,IPAR,NASDAQ,"Interparfums, Inc.","Interparfums, Inc. - Common Stock"
IPCX,IPCX,NASDAQ,Inflection Point Acquisition Corp. III,Inflection Point Acquisition Corp. III - Class A ordinary shares
IPDN,IPDN,NASDAQ,"Professional Diversity Network, Inc.","Professional Diversity Network, Inc. - Common Stock"
IPEX,IPEX,NASDAQ,Inflection Point Acquisition Corp.,Inflection Point Acquisition Corp. - Class A Ordinary Shares
IPGP,IPGP,NASDAQ,IPG Photonics Corporation,IPG Photonics Corporation - Common Stock
IPI,IPI,NYSE,"Intrepid Potash, Inc Common Stock","Intrepid Potash, Inc Common Stock"
IPM,IPM,NASDAQ,Intelligent Protection Management Corp. ,Intelligent Protection Management Corp.  - Common Stock
IPOD,IPOD,NASDAQ,Dune Acquisition Corporation II,Dune Acquisition Corporation II - Class A ordinary shares
IPSC,IPSC,NASDAQ,"Century Therapeutics, Inc.","Century Therapeutics, Inc. - Common Stock"
IPST,IPST,NASDAQ,"IP Strategy Holdings, Inc.","IP Strategy Holdings, Inc. - Common Stock"
IPW,IPW,NASDAQ,iPower Inc.,iPower Inc. - Common Stock
IPWR,IPWR,NASDAQ,Ideal Power Inc.,Ideal Power Inc. - Common Stock
IQST,IQST,NASDAQ,iQSTEL Inc.,iQSTEL Inc. - Common Stock
IQV,IQV,NYSE,"IQVIA Holdings, Inc. Common Stock","IQVIA Holdings, Inc. Common Stock"
IR,IR,NYSE,Ingersoll Rand Inc. Common Stock,Ingersoll Rand Inc. Common Stock
IRAB,IRAB,NYSE,Iris Acquisition Corp II Class A Ordinary Shares,Iris Acquisition Corp II Class A Ordinary Shares
IRD,IRD,NASDAQ,"Opus Genetics, Inc.","Opus Genetics, Inc. - Common Stock"
IRDM,IRDM,NASDAQ,Iridium Communications Inc,Iridium Communications Inc - Common Stock
IREN,IREN,NASDAQ,IREN Limited,IREN Limited - Ordinary Shares
IRHO,IRHO,NASDAQ,Iron Horse Acquisitions II Corp.,Iron Horse Acquisitions II Corp. - Common Stock
IRIX,IRIX,NASDAQ,IRIDEX Corporation,IRIDEX Corporation - Common Stock
IRM,IRM,NYSE,Iron Mountain Incorporated (Delaware)Common Stock REIT,Iron Mountain Incorporated (Delaware)Common Stock REIT
IRMD,IRMD,NASDAQ,iRadimed Corporation,iRadimed Corporation - Common Stock
IRON,IRON,NASDAQ,"Disc Medicine, Inc.","Disc Medicine, Inc. - Common Stock"
IRTC,IRTC,NASDAQ,"iRhythm Holdings, Inc. ","iRhythm Holdings, Inc.  - Common Stock"
IRWD,IRWD,NASDAQ,"Ironwood Pharmaceuticals, Inc.","Ironwood Pharmaceuticals, Inc. - Class A Common Stock"
ISBA,ISBA,NASDAQ,Isabella Bank Corporation,Isabella Bank Corporation - Common stock
ISPR,ISPR,NASDAQ,Ispire Technology Inc.,Ispire Technology Inc. - Common Stock
ISRG,ISRG,NASDAQ,"Intuitive Surgical, Inc.","Intuitive Surgical, Inc. - Common Stock"
ISSC,ISSC,NASDAQ,"Innovative Solutions and Support, Inc.","Innovative Solutions and Support, Inc. - Common Stock"
ISTR,ISTR,NASDAQ,Investar Holding Corporation,Investar Holding Corporation - Common Stock
IT,IT,NYSE,"Gartner, Inc. Common Stock","Gartner, Inc. Common Stock"
ITGR,ITGR,NYSE,Integer Holdings Corporation Common Stock,Integer Holdings Corporation Common Stock
ITHA,ITHA,NASDAQ,ITHAX Acquisition Corp III,ITHAX Acquisition Corp III - Class A Ordinary Shares
ITIC,ITIC,NASDAQ,Investors Title Company,Investors Title Company - Common Stock
ITRI,ITRI,NASDAQ,"Itron, Inc.","Itron, Inc. - Common Stock"
ITRN,ITRN,NASDAQ,Ituran Location and Control Ltd.,Ituran Location and Control Ltd. - Ordinary Shares
ITT,ITT,NYSE,ITT Inc. Common Stock ,ITT Inc. Common Stock 
ITW,ITW,NYSE,Illinois Tool Works Inc. Common Stock,Illinois Tool Works Inc. Common Stock
IVR,IVR,NYSE,INVESCO MORTGAGE CAPITAL INC Common Stock,INVESCO MORTGAGE CAPITAL INC Common Stock
IVT,IVT,NYSE,InvenTrust Properties Corp. Common Stock,InvenTrust Properties Corp. Common Stock
IVVD,IVVD,NASDAQ,"Invivyd, Inc.","Invivyd, Inc. - Common Stock"
IVZ,IVZ,NYSE,Invesco Ltd Common Stock,Invesco Ltd Common Stock
IXHL,IXHL,NASDAQ,Incannex Healthcare Inc.,Incannex Healthcare Inc. - Common Stock
IZEA,IZEA,NASDAQ,"IZEA Worldwide, Inc.","IZEA Worldwide, Inc. - Common Stock"
J,J,NYSE,Jacobs Solutions Inc. Common Stock,Jacobs Solutions Inc. Common Stock
JACK,JACK,NASDAQ,Jack In The Box Inc.,Jack In The Box Inc. - Common Stock
JACS,JACS,NYSE,Jackson Acquisition Company II Class A Ordinary Shares,Jackson Acquisition Company II Class A Ordinary Shares
JAKK,JAKK,NASDAQ,"JAKKS Pacific, Inc.","JAKKS Pacific, Inc. - Common Stock"
JAN,JAN,NYSE,"Janus Living, Inc. Class A","Janus Living, Inc. Class A-1 Common Stock"
JANX,JANX,NASDAQ,"Janux Therapeutics, Inc.","Janux Therapeutics, Inc. - Common Stock"
JATT,JATT,NASDAQ,JATT II Acquisition Corp,JATT II Acquisition Corp - Ordinary Shares
JAZZ,JAZZ,NASDAQ,Jazz Pharmaceuticals plc,Jazz Pharmaceuticals plc - Ordinary Shares
JBGS,JBGS,NYSE,JBG SMITH Properties Common Shares ,JBG SMITH Properties Common Shares 
JBHT,JBHT,NASDAQ,"J.B. Hunt Transport Services, Inc.","J.B. Hunt Transport Services, Inc. - Common Stock"
JBI,JBI,NYSE,"Janus International Group, Inc. Common Stock","Janus International Group, Inc. Common Stock"
JBIO,JBIO,NASDAQ,"Jade Biosciences, Inc.","Jade Biosciences, Inc. - Common Stock"
JBK,JBK,NYSE,Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I,Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I
JBL,JBL,NYSE,Jabil Inc. Common Stock,Jabil Inc. Common Stock
JBLU,JBLU,NASDAQ,JetBlue Airways Corporation,JetBlue Airways Corporation - Common Stock
JBS,JBS,NYSE,JBS N.V. Class A Common Shares,JBS N.V. Class A Common Shares
JBSS,JBSS,NASDAQ,"John B. Sanfilippo & Son, Inc.","John B. Sanfilippo & Son, Inc. - Common Stock"
JBTM,JBTM,NYSE,JBT Marel Corporation Common Stock,JBT Marel Corporation Common Stock
JCAP,JCAP,NASDAQ,"Jefferson Capital, Inc.","Jefferson Capital, Inc. - Common Stock"
JCI,JCI,NYSE,Johnson Controls International plc Ordinary Share,Johnson Controls International plc Ordinary Share
JCSE,JCSE,NASDAQ,JE Cleantech Holdings Limited,JE Cleantech Holdings Limited - Ordinary Shares
JCTC,JCTC,NASDAQ,Jewett-Cameron Trading Company,Jewett-Cameron Trading Company - Common Shares
JDZG,JDZG,NASDAQ,JIADE LIMITED,JIADE LIMITED - Class A Ordinary Shares
JEF,JEF,NYSE,Jefferies Financial Group Inc. Common Stock,Jefferies Financial Group Inc. Common Stock
JELD,JELD,NYSE,JELD,"JELD-WEN Holding, Inc. Common Stock"
JEM,JEM,NASDAQ,707 Cayman Holdings Limited,707 Cayman Holdings Limited - Ordinary Shares
JENA,JENA,NYSE,Jena Acquisition Corporation II Class A Ordinary Shares,Jena Acquisition Corporation II Class A Ordinary Shares
JFB,JFB,NASDAQ,JFB Construction Holdings,JFB Construction Holdings - Class A Common Stock
JHG,JHG,NYSE,Janus Henderson Group plc Ordinary Shares,Janus Henderson Group plc Ordinary Shares
JHX,JHX,NYSE,James Hardie Industries plc. Ordinary Shares,James Hardie Industries plc. Ordinary Shares
JILL,JILL,NYSE,"J. Jill, Inc. Common Stock","J. Jill, Inc. Common Stock"
JJSF,JJSF,NASDAQ,J & J Snack Foods Corp.,J & J Snack Foods Corp. - Common Stock
JKHY,JKHY,NASDAQ,"Jack Henry & Associates, Inc.","Jack Henry & Associates, Inc. - Common Stock"
JL,JL,NASDAQ,J-Long Group Limited,J-Long Group Limited - Class A Ordinary Shares
JLHL,JLHL,NASDAQ,Julong Holding Limited,Julong Holding Limited - Class A Ordinary Shares
JLL,JLL,NYSE,Jones Lang LaSalle Incorporated Common Stock,Jones Lang LaSalle Incorporated Common Stock
JMSB,JMSB,NASDAQ,"John Marshall Bancorp, Inc.","John Marshall Bancorp, Inc. - Common Stock"
JNJ,JNJ,NYSE,Johnson & Johnson Common Stock,Johnson & Johnson Common Stock
JOBY,JOBY,NYSE,"Joby Aviation, Inc. Common Stock","Joby Aviation, Inc. Common Stock"
JOE,JOE,NYSE,St. Joe Company (The) Common Stock,St. Joe Company (The) Common Stock
JOUT,JOUT,NASDAQ,Johnson Outdoors Inc.,Johnson Outdoors Inc. - Class A Common Stock
JPM,JPM,NYSE,JP Morgan Chase & Co. Common Stock,JP Morgan Chase & Co. Common Stock
JRSH,JRSH,NASDAQ,"Jerash Holdings (US), Inc.","Jerash Holdings (US), Inc. - Common Stock"
JRVR,JRVR,NASDAQ,"James River Group Holdings, Inc.","James River Group Holdings, Inc. - Common Stock"
JSPR,JSPR,NASDAQ,"Jasper Therapeutics, Inc.","Jasper Therapeutics, Inc. - Class A Common Stock"
JTAI,JTAI,NASDAQ,Jet.AI Inc.,Jet.AI Inc. - Common Stock
JVA,JVA,NASDAQ,"Coffee Holding Co., Inc.","Coffee Holding Co., Inc. - Common Stock"
JWEL,JWEL,NASDAQ,Jowell Global Ltd.,Jowell Global Ltd. - Ordinary Shares
JXG,JXG,NASDAQ,JX Luxventure Group Inc.,JX Luxventure Group Inc. - Common Stock
JXN,JXN,NYSE,Jackson Financial Inc. Class A Common Stock ,Jackson Financial Inc. Class A Common Stock 
JYD,JYD,NASDAQ,Jayud Global Logistics Limited,Jayud Global Logistics Limited - Class A Ordinary Shares
JYNT,JYNT,NASDAQ,The Joint Corp.,The Joint Corp. - Common Stock
JZXN,JZXN,NASDAQ,"Jiuzi Holdings, Inc.","Jiuzi Holdings, Inc. - Ordinary Shares"
KAI,KAI,NYSE,Kadant Inc Common Stock,Kadant Inc Common Stock
KALU,KALU,NASDAQ,Kaiser Aluminum Corporation,Kaiser Aluminum Corporation - Common Stock
KALV,KALV,NASDAQ,"KalVista Pharmaceuticals, Inc.","KalVista Pharmaceuticals, Inc. - Common Stock"
KARO,KARO,NASDAQ,Karooooo Ltd.,Karooooo Ltd. - Ordinary shares
KB,KB,NYSE,KB Financial Group Inc,KB Financial Group Inc
KBDC,KBDC,NYSE,"Kayne Anderson BDC, Inc. Common Stock","Kayne Anderson BDC, Inc. Common Stock"
KBH,KBH,NYSE,KB Home Common Stock,KB Home Common Stock
KBON,KBON,NASDAQ,Karbon Capital Partners Corp.,Karbon Capital Partners Corp. - Class A Ordinary Shares
KBR,KBR,NYSE,"KBR, Inc. Common Stock","KBR, Inc. Common Stock"
KBSX,KBSX,NASDAQ,FST Corp.,FST Corp. - Ordinary Shares
KCHV,KCHV,NASDAQ,Kochav Defense Acquisition Corp.,Kochav Defense Acquisition Corp. - Class A Ordinary Shares
KD,KD,NYSE,"Kyndryl Holdings, Inc. Common Stock","Kyndryl Holdings, Inc. Common Stock"
KDK,KDK,NASDAQ,"Kodiak AI, Inc.","Kodiak AI, Inc. - Common Stock"
KDP,KDP,NASDAQ,Keurig Dr Pepper Inc.,Keurig Dr Pepper Inc. - Common Stock
KE,KE,NASDAQ,"Kimball Electronics, Inc.","Kimball Electronics, Inc. - Common Stock"
KEEL,KEEL,NASDAQ,Keel Infrastructure Corp.,Keel Infrastructure Corp. - Common Stock
KELYA,KELYA,NASDAQ,"Kelly Services, Inc.","Kelly Services, Inc. - Class A Common Stock"
KELYB,KELYB,NASDAQ,"Kelly Services, Inc.","Kelly Services, Inc. - Class B Common Stock"
KEN,KEN,NYSE,Kenon Holdings Ltd. Ordinary Shares,Kenon Holdings Ltd. Ordinary Shares
KEP,KEP,NYSE,Korea Electric Power Corporation Common Stock,Korea Electric Power Corporation Common Stock
KEQU,KEQU,NASDAQ,Kewaunee Scientific Corporation,Kewaunee Scientific Corporation - Common Stock
KEX,KEX,NYSE,Kirby Corporation Common Stock,Kirby Corporation Common Stock
KEY,KEY,NYSE,KeyCorp Common Stock,KeyCorp Common Stock
KEYS,KEYS,NYSE,Keysight Technologies Inc. Common Stock,Keysight Technologies Inc. Common Stock
KFFB,KFFB,NASDAQ,Kentucky First Federal Bancorp,Kentucky First Federal Bancorp - Common Stock
KFII,KFII,NASDAQ,K&F Growth Acquisition Corp. II,K&F Growth Acquisition Corp. II - Class A Ordinary shares
KFRC,KFRC,NYSE,"Kforce, Inc. Common Stock","Kforce, Inc. Common Stock"
KFS,KFS,NYSE,"Kingsway Financial Services, Inc. Common Stock (DE)","Kingsway Financial Services, Inc. Common Stock (DE)"
KFY,KFY,NYSE,Korn Ferry Common Stock,Korn Ferry Common Stock
KG,KG,NASDAQ,"Kestrel Group, Ltd.","Kestrel Group, Ltd. - Common Stock"
KGC,KGC,NYSE,Kinross Gold Corporation Common Stock,Kinross Gold Corporation Common Stock
KGEI,KGEI,NASDAQ,Kolibri Global Energy Inc.,Kolibri Global Energy Inc. - Common stock
KGS,KGS,NYSE,"Kodiak Gas Services, Inc. Common Stock","Kodiak Gas Services, Inc. Common Stock"
KHC,KHC,NASDAQ,The Kraft Heinz Company,The Kraft Heinz Company - Common Stock
KIDS,KIDS,NASDAQ,OrthoPediatrics Corp.,OrthoPediatrics Corp. - Common Stock
KIDZ,KIDZ,NASDAQ,"Classover Holdings, Inc.","Classover Holdings, Inc. - Class B Common Stock"
KIM,KIM,NYSE,Kimco Realty Corporation (HC) Common Stock,Kimco Realty Corporation (HC) Common Stock
KINS,KINS,NASDAQ,"Kingstone Companies, Inc","Kingstone Companies, Inc - Common Stock"
KKR,KKR,NYSE,KKR & Co. Inc. Common Stock,KKR & Co. Inc. Common Stock
KLAC,KLAC,NASDAQ,KLA Corporation ,KLA Corporation  - Common Stock
KLAR,KLAR,NYSE,Klarna Group plc Ordinary Shares,Klarna Group plc Ordinary Shares
KLC,KLC,NYSE,"KinderCare Learning Companies, Inc. Common Stock","KinderCare Learning Companies, Inc. Common Stock"
KLIC,KLIC,NASDAQ,"Kulicke and Soffa Industries, Inc.","Kulicke and Soffa Industries, Inc. - Common Stock"
KLRA,KLRA,NASDAQ,"Kailera Therapeutics, Inc.","Kailera Therapeutics, Inc. - Common stock"
KLRS,KLRS,NASDAQ,"Kalaris Therapeutics, Inc. ","Kalaris Therapeutics, Inc.  - Common Stock"
KLTR,KLTR,NASDAQ,"Kaltura, Inc.","Kaltura, Inc. - Common Stock"
KLXE,KLXE,NASDAQ,"KLX Energy Services Holdings, Inc. ","KLX Energy Services Holdings, Inc.  - Common Stock"
KMB,KMB,NASDAQ,Kimberly-Clark Corporation,Kimberly-Clark Corporation - Common Stock
KMDA,KMDA,NASDAQ,Kamada Ltd.,Kamada Ltd. - Ordinary Shares
KMI,KMI,NYSE,"Kinder Morgan, Inc. Common Stock","Kinder Morgan, Inc. Common Stock"
KMPB,KMPB,NYSE,Kemper Corporation 5.875% Fixed,Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinated Debentures due 2062
KMPR,KMPR,NYSE,Kemper Corporation,Kemper Corporation
KMRK,KMRK,NASDAQ,K-Tech Solutions Company Limited,K-Tech Solutions Company Limited - Class A Ordinary Shares
KMT,KMT,NYSE,Kennametal Inc. Common Stock,Kennametal Inc. Common Stock
KMTS,KMTS,NASDAQ,"Kestra Medical Technologies, Ltd.","Kestra Medical Technologies, Ltd. - Common Stock"
KMX,KMX,NYSE,CarMax Inc,CarMax Inc
KN,KN,NYSE,Knowles Corporation Common Stock,Knowles Corporation Common Stock
KNDI,KNDI,NASDAQ,"Kandi Technologies Group, Inc.","Kandi Technologies Group, Inc. - Ordinary Shares"
KNF,KNF,NYSE,Knife Riv Holding Co. Common Stock,Knife Riv Holding Co. Common Stock
KNSA,KNSA,NASDAQ,"Kiniksa Pharmaceuticals International, plc","Kiniksa Pharmaceuticals International, plc - Class A Ordinary Shares"
KNSL,KNSL,NYSE,"Kinsale Capital Group, Inc. Common Stock","Kinsale Capital Group, Inc. Common Stock"
KNTK,KNTK,NYSE,Kinetik Holdings Inc. Class A Common Stock,Kinetik Holdings Inc. Class A Common Stock
KNX,KNX,NYSE,Knight,Knight-Swift Transportation Holdings Inc.
KO,KO,NYSE,Coca,Coca-Cola Company (The) Common Stock
KOD,KOD,NASDAQ,Kodiak Sciences Inc,Kodiak Sciences Inc - Common Stock
KODK,KODK,NYSE,Eastman Kodak Company Common New,Eastman Kodak Company Common New
KOP,KOP,NYSE,Koppers Holdings Inc. Common Stock,Koppers Holdings Inc. Common Stock
KOPN,KOPN,NASDAQ,Kopin Corporation,Kopin Corporation - Common Stock
KORE,KORE,NYSE,"KORE Group Holdings, Inc. Common Stock","KORE Group Holdings, Inc. Common Stock"
KOS,KOS,NYSE,Kosmos Energy Ltd. Common Shares (DE),Kosmos Energy Ltd. Common Shares (DE)
KOSS,KOSS,NASDAQ,Koss Corporation,Koss Corporation - Common Stock
KOYN,KOYN,NASDAQ,CSLM Digital Asset Acquisition Corp III,CSLM Digital Asset Acquisition Corp III - Class A Ordinary Shares
KPLT,KPLT,NASDAQ,"Katapult Holdings, Inc.","Katapult Holdings, Inc. - Common Stock"
KPRX,KPRX,NASDAQ,"Kiora Pharmaceuticals, Inc. ","Kiora Pharmaceuticals, Inc.  - Common Stock"
KPTI,KPTI,NASDAQ,Karyopharm Therapeutics Inc.,Karyopharm Therapeutics Inc. - Common Stock
KR,KR,NYSE,Kroger Company (The) Common Stock,Kroger Company (The) Common Stock
KRAQ,KRAQ,NASDAQ,KRAKacquisition Corp,KRAKacquisition Corp - Class A Ordinary Shares
KRC,KRC,NYSE,Kilroy Realty Corporation Common Stock,Kilroy Realty Corporation Common Stock
